Trade ID,Customer Trade ID,Type,Buy/Sell,CCY Pair,CCY,Near Amount,Far Amount,Rate,Points,Far Rate,Far Points,User Id,Fund Sub,Counterparty,Trade Date Time (GMT),Value Date,Far Value Date,Pricing Method,Status,How Created,How Cancelled,Is Aggressor,Position Id,Position Type
A2014255003BX00,,OR,SELL,GBP/JPY,GBP,1500000.00,,174.0431,-0.05790000,,,aace5101,AACE5100,FBGC,12 Sep 2014 11:00:14,02 Oct 2014,,REQUEST,ACTIVE,HUBGIVEUP,,Yes,,
