Trade ID,Customer Trade ID,Type,Buy/Sell,CCY Pair,CCY,Near Amount,Far Amount,Rate,Points,Far Rate,Far Points,User Id,Fund Sub,Counterparty,Trade Date Time (GMT),Value Date,Far Value Date,Pricing Method,Status,How Created,How Cancelled,Is Aggressor,Position Id,Position Type
A20141140914600,,OR,SELL,GBP/USD,GBP,10000.00,,1.677792,-0.00118800,,,aace5101,AACE5100,FBGC,24 Apr 2014 14:27:42,28 Jul 2014,,REQUEST,ACTIVE,HUBGIVEUP,,Yes,,
A20141140913Y00,0.01_GBP_USD_Fwd,OR,BUY,GBP/USD,GBP,10000.00,,1.67804,-0.00117000,,,aace5101,AACE5100,FBGC,24 Apr 2014 14:26:08,28 Jul 2014,,REQUEST,ACTIVE,HUBGIVEUP,,Yes,,
