Trade ID,Customer Trade ID,Type,Buy/Sell,CCY Pair,CCY,Near Amount,Far Amount,Rate,Points,Far Rate,Far Points,User Id,Fund Sub,Counterparty,Trade Date Time (GMT),Value Date,Far Value Date,Pricing Method,Status,How Created,How Cancelled,Is Aggressor,Position Id,Position Type
A20142720MQQA00,,OR,SELL,GBP/JPY,GBP,660000.00,,177.5621,-0.05190000,,,aace5101,AACE5100,FBGC,29 Sep 2014 11:00:28,20 Oct 2014,,REQUEST,ACTIVE,HUBGIVEUP,,Yes,,
